A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
chr17loss	IDH2	105	1	13	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	inv(16)	105	13	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	t(11;19)	105	13	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH2	t(8;21)	105	13	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	IDH2	105	1	13	0	<-3	1.000	1.000	Mutual exclusivity
CBL	JAK2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYC	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYC	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYC	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	IDH1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	JAK2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CDKN2A	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MYC	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	IDH1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	JAK2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	MYCN	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	NPM1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	ZRSR2	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	MYC	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	NRAS	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	chr8gain	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	U2AF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	NF1	115	2	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	STAG2	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	STAG2	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	CSF1R	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	STAG2	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	BCORL1	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	CSF1R	113	3	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	IDH2	102	4	13	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	ZRSR2	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	NRAS	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	U2AF1	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	NF1	108	9	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	SRSF2	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	FLT3	108	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
TET2	WT1	96	22	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
MPL	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
SF1	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	TET2	96	1	22	0	<-3	1.000	1.000	Mutual exclusivity
ATM	DNMT3A	86	3	29	1	-0.017	1.000	1.000	Mutual exclusivity
DNMT3A	RUNX1	86	29	3	1	-0.017	1.000	1.000	Mutual exclusivity
ATM	TET2	93	4	22	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	DNMT3A	88	1	30	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SF3B1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	DNMT3A	88	1	30	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MYD88	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SETBP1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	RAD21	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	DNMT3A	88	1	30	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	EZH2	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PHF6	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MAP2K1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	WT1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PRPF40B	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MPL	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SMC1A	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	KRAS	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	IL7R	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SF1	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	DNMT3A	88	1	30	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	inv(16)	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	t(11;19)	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	t(8;21)	88	30	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	DNMT3A	88	1	30	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RUNX1	111	4	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	STAG2	112	4	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	STAG2	112	4	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BCOR	112	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	RUNX1	112	3	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CSF1R	112	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	RUNX1	112	3	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BCORL1	112	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	RUNX1	112	3	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SRSF2	106	4	9	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	RUNX1	106	9	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CDH2	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SF3B1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SF3B1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BIRC3	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MYD88	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SETBP1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SETBP1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	NOTCH1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RAD21	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	ATM	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	EZH2	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	PHF6	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MAP2K1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	WT1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	WT1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BRINP3	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	PRPF40B	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MPL	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SMC1A	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SMC1A	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	KRAS	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	FBXW7	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	IL7R	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SF1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SF1	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr17loss	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	inv(16)	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	t(11;19)	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	t(11;19)	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	t(8;21)	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	t(8;21)	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr5qdel	114	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	RUNX1	114	1	4	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	TP53	105	9	5	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	FLT3	82	28	7	2	-0.257	1.000	1.000	Mutual exclusivity
CDH2	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CDH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	CDH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	BIRC3	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	CDH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	BRINP3	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	BRINP3	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
